Spectrum,Observed,Rel.,Acc.
Fe II,1418.586,40000000.0,
Fe II,1418.853,60000000.0,
Fe V,1419.293,20500000.0,C
Fe II,1419.324,60000000.0,D+
Fe II,1419.446,600000.0,D
Fe II,1419.602,40000000.0,
Fe II,1419.779,60000000.0,D
Fe II,1419.868,50000000.0,
Fe V,1420.124,10100000.0,C
Fe II,1420.13,500000.0,
Fe II,1420.202,305000.0,
Fe II,1420.36,50000000.0,
Fe V,1420.419,10200000.0,C
Fe V,1420.465,30300000.0,C
Fe II,1420.579,60000000.0,
Fe II,1420.579,60000000.0,D
Fe V,1420.602,10100000.0,C
Fe II,1420.673,60000000.0,D
Fe II,1420.673,60000000.0,
Fe V,1420.749,501000.0,C
Fe II,1420.908,70000000.0,D+
Fe V,1421.016,705000.0,C
Fe II,1421.178,60000000.0,D
Fe II,1421.364,20000000.0,D
Fe II,1421.444,40000000.0,
Fe II,1421.469,20000000.0,D
Fe V,1421.981,102000.0,D+
Fe II,1422.085,60000000.0,D
Fe III,1422.303,30300000.0,D
Fe V,1422.481,10000000.0,C
Fe II,1422.531,60000000.0,D+
Fe II,1422.829,10100000.0,
Fe II,1422.945,10900000.0,
Fe II,1423.045,500000.0,D
Fe II,1423.925,50000000.0,E
Fe II,1424.027,60000000.0,D+
Fe II,1424.061,80000000.0,
Fe II,1424.151,10300000.0,
Fe V,1424.292,10100000.0,
Fe II,1424.306,60000000.0,D+
Fe II,1424.387,400000.0,
Fe II,1424.463,400000.0,
Fe II,1424.598,50000000.0,
Fe II,1424.598,50000000.0,D
Fe II,1424.722,60000000.0,D+
Fe II,1424.784,50000000.0,D+
Fe II,1424.946,10500000.0,
Fe II,1424.946,10500000.0,
Fe V,1425.088,802000.0,C
Fe II,1425.312,10400000.0,
Fe II,1425.466,10400000.0,
Fe II,1425.611,60000000.0,E
Fe IV,1425.73,1020.0,
Fe III,1425.907,400000.0,
Fe V,1426.432,5010.0,D+
Fe II,1426.46,30000000.0,
Fe III,1426.962,703000.0,
Fe II,1427.011,10100000.0,
Fe II,1427.147,30400000.0,
Fe II,1427.165,10400000.0,D
Fe II,1427.484,900000.0,
Fe II,1427.797,50000000.0,D+
Fe V,1427.815,501000.0,C
Fe II,1427.879,50000000.0,D+
Fe III,1428.056,40400000.0,D
Fe V,1428.09,608000.0,C
Fe II,1428.496,500000.0,
Fe II,1428.692,50000000.0,E
Fe V,1429.004,709000.0,C
Fe II,1429.127,600000.0,
Fe II,1429.276,900000.0,
Fe III,1429.303,30300000.0,
Fe V,1429.33,104000.0,D+
Fe II,1429.39,20700000.0,
Fe V,1429.472,10300000.0,C
Fe II,1429.957,500000.0,
Fe II,1430.058,900000.0,
Fe II,1430.102,20600000.0,
Fe II,1430.165,60000000.0,
Fe V,1430.309,603000.0,C
Fe V,1430.573,50000000.0,B
Fe V,1430.751,705000.0,C
Fe II,1430.782,50000000.0,
Fe II,1430.782,50000000.0,D+
Fe II,1430.895,50000000.0,D+
Fe II,1431.013,20700000.0,
Fe III,1431.267,10300000.0,
Fe II,1431.268,306000.0,
Fe II,1431.406,900000.0,
Fe IV,1431.43,1030.0,
Fe II,1431.565,10300000.0,
Fe II,1431.713,10100000.0,
Fe II,1431.78,900000.0,
Fe III,1431.793,10800000.0,
Fe III,1431.793,10800000.0,
Fe V,1431.891,504000.0,C
Fe III,1431.93,0.0,D+
Fe III,1431.93,0.0,D+
Fe II,1431.981,800000.0,
Fe II,1432.029,500000.0,
Fe II,1432.029,500000.0,
Fe II,1432.349,10300000.0,
Fe II,1432.491,50000000.0,
Fe II,1432.491,50000000.0,
Fe II,1432.761,20800000.0,
Fe II,1432.761,20800000.0,
Fe II,1432.82,30100000.0,D
Fe II,1432.872,50000000.0,D+
Fe V,1432.936,501000.0,C
Fe V,1432.936,501000.0,D
Fe II,1433.043,50000000.0,
Fe III,1433.34,504000.0,
Fe II,1433.568,700000.0,
Fe II,1433.713,800000.0,
Fe II,1433.713,800000.0,
Fe II,1433.919,40000000.0,
Fe II,1434.073,10300000.0,
Fe II,1434.131,20900000.0,
Fe II,1434.131,20900000.0,
Fe II,1434.163,20900000.0,
Fe II,1434.221,10200000.0,
Fe III,1434.227,908000.0,
Fe II,1434.445,900000.0,
Fe II,1434.55,500000.0,
Fe II,1434.667,30000000.0,
Fe II,1434.742,10300000.0,
Fe II,1434.742,10300000.0,
Fe II,1434.995,60000000.0,D
Fe V,1435.046,709000.0,C
Fe II,1435.476,20100000.0,
Fe II,1435.847,50000000.0,D
Fe III,1435.896,908000.0,
Fe II,1436.01,800000.0,
Fe II,1436.045,10600000.0,
Fe II,1436.074,40000000.0,
Fe II,1436.439,50000000.0,D
Fe II,1436.439,50000000.0,
Fe II,1436.558,600000.0,
Fe II,1436.587,700000.0,
Fe II,1436.587,700000.0,
Fe II,1437.459,20900000.0,
Fe II,1437.481,20000000.0,
Fe II,1437.547,20000000.0,
Fe II,1438.132,50000000.0,
Fe II,1438.132,50000000.0,D+
Fe II,1438.444,50000000.0,D
Fe II,1438.503,30200000.0,
Fe II,1438.503,30200000.0,
Fe II,1438.543,700000.0,
Fe II,1438.656,900000.0,
Fe V,1438.796,505000.0,C
Fe II,1438.81,70000000.0,
