Spectrum,Observed,Rel.,Acc.
Fe II,1564.0791,20000000.0,
Fe III,1564.281,1040000000.0,D+
Fe II,1564.436,700000.0,
Fe III,1564.512,3080000000.0,C
Fe III,1564.717,509000.0,
Fe III,1565.1,6080000000.0,D
Fe II,1565.357,40000000.0,D
Fe II,1566.006,40000000.0,
Fe II,1566.177,400000.0,
Fe IV,1566.26,1030.0,
Fe II,1566.3474,20400000.0,D
Fe II,1566.3474,20400000.0,E
Fe II,1566.82214,100000000000.0,D+
Fe III,1566.823,2020000000.0,D
Fe III,1567.212,404000.0,D
Fe III,1567.65,2060000000.0,
Fe II,1567.9,400000.0,D
Fe II,1568.0195,4000000000.0,D+
Fe IV,1568.27,1040.0,
Fe V,1568.407,202000.0,D+
Fe II,1568.645,30500000.0,
Fe III,1568.82,6000000000.0,C+
Fe III,1568.954,404000.0,
Fe III,1569.07,2030000000.0,D+
Fe II,1569.497,10100000.0,
Fe II,1569.6753,5000000000.0,D+
Fe II,1569.817,400000.0,
Fe V,1569.985,201000.0,C
Fe IV,1570.18,1020.0,
Fe II,1570.24481,101000000000.0,D+
Fe IV,1570.42,1020.0,
Fe III,1570.477,20000000.0,
Fe II,1570.499,10300000.0,D+
Fe III,1570.707,20000000.0,D
Fe II,1571.0062,40000000.0,D+
Fe II,1571.06,80000000.0,D
Fe II,1571.134,70000000.0,
Fe IV,1571.24,1020.0,
Fe III,1571.25,3020000000.0,D
Fe III,1571.559,10500000.0,D
Fe V,1571.91,405000.0,C
Fe II,1572.372,400000.0,
Fe III,1572.557,30600000.0,
Fe II,1572.612,10000000.0,
Fe II,1572.7512,4000000000.0,
Fe III,1572.776,6080000000.0,B
Fe III,1572.841,104000000000.0,B
Fe II,1572.876,303000.0,
Fe III,1572.984,1040000000.0,D+
Fe II,1572.996,70000000.0,D
Fe II,1573.386,600000.0,D
Fe II,1573.443,500000.0,
Fe II,1573.828,2030000000.0,D+
Fe III,1574.012,30600000.0,
Fe II,1574.036,3000000000.0,D+
Fe II,1574.7727,2020000000.0,D+
Fe II,1574.9229,9000000000.0,D+
Fe II,1575.022,50000000.0,
Fe III,1575.288,20700000.0,
Fe III,1575.41,60600000.0,
Fe III,1575.41,60600000.0,
Fe II,1575.415,600000.0,D+
Fe II,1575.805,109000.0,
Fe V,1576.212,400000.0,C
Fe II,1576.4323,20200000.0,D+
Fe II,1577.056,600000.0,
Fe III,1577.07,1020000000.0,
Fe III,1577.084,5080000000.0,C+
Fe II,1577.1667,1080000000.0,D+
Fe IV,1577.2,1020.0,
Fe III,1577.311,404000.0,
Fe IV,1577.76,1020.0,
Fe III,1577.926,4020000000.0,B
Fe II,1578.0108,40000000.0,D+
Fe II,1578.133,20700000.0,D
Fe II,1578.221,20700000.0,D
Fe II,1578.4063,30500000.0,
Fe II,1578.496,10500000.0,D+
Fe III,1578.513,1060000000.0,
Fe III,1578.759,3070000000.0,D+
Fe II,1579.2572,30200000.0,D+
Fe II,1579.555,900000.0,
Fe II,1579.712,700000.0,
Fe II,1580.2291,10700000.0,E
Fe III,1580.237,103000000000.0,B
Fe III,1580.237,103000000000.0,C
Fe III,1580.237,103000000000.0,C+
Fe II,1580.63001,9000000000.0,D+
Fe III,1580.634,1060000000.0,
Fe III,1580.69,3060000000.0,B
Fe III,1581.057,2050000000.0,C
Fe II,1581.2897,1000000000.0,D+
Fe II,1581.419,70000000.0,D+
Fe II,1581.837,800000.0,
Fe II,1581.889,400000.0,
Fe II,1582.363,10100000.0,
Fe III,1582.419,1040000000.0,D+
Fe III,1582.621,1050000000.0,D+
Fe III,1582.63,40900000.0,
Fe V,1582.802,9080.0,C
Fe II,1582.9794,30200000.0,D+
Fe III,1583.199,5070000000.0,C+
Fe II,1583.254,301000.0,
Fe II,1583.526,301000.0,
Fe V,1583.958,205000.0,D
Fe III,1583.973,1050000000.0,D+
Fe II,1584.144,500000.0,
Fe V,1584.35,803000.0,C
Fe V,1584.35,803000.0,C
Fe V,1584.53,500000.0,C
Fe II,1584.95241,8000000000.0,D+
