Spectrum,Observed,Rel.,Acc.
Fe II,1393.217,80000000.0,D+
Fe III,1393.281,504000.0,
Fe II,1393.315,10000000.0,
Fe II,1393.497,60000000.0,
Fe II,1393.679,40000000.0,
Fe III,1393.68,40400000.0,
Fe III,1393.831,20400000.0,
Fe II,1393.892,50000000.0,
Fe III,1394.019,40400000.0,D
Fe V,1394.272,10300000.0,C
Fe V,1394.599,208000.0,C
Fe V,1394.665,10300000.0,C
Fe II,1394.711,10600000.0,
Fe II,1394.711,10600000.0,
Fe III,1395.209,80100000.0,D
Fe III,1395.382,20400000.0,
Fe V,1395.442,401000.0,C
Fe II,1395.703,10100000.0,
Fe III,1395.745,60000000.0,D
Fe III,1396.17,703000.0,
Fe III,1396.602,30300000.0,D
Fe III,1396.602,30300000.0,
Fe II,1396.618,10200000.0,
Fe III,1396.83,504000.0,
Fe II,1396.86,10200000.0,
Fe III,1396.968,909000.0,
Fe II,1396.969,600000.0,
Fe II,1396.969,600000.0,
Fe V,1397.106,706000.0,C
Fe II,1397.319,10500000.0,
Fe II,1397.423,70000000.0,
Fe II,1397.566,80000000.0,
Fe V,1397.753,501000.0,C
Fe II,1397.836,80000000.0,D+
Fe V,1397.972,20200000.0,C
Fe V,1398.166,1030.0,C
Fe II,1398.378,80000000.0,D+
Fe II,1398.627,10900000.0,D
Fe III,1398.823,703000.0,
Fe III,1398.964,10800000.0,
Fe III,1398.964,10800000.0,
Fe II,1399.055,80000000.0,D+
Fe II,1399.531,60000000.0,
Fe III,1399.71,30300000.0,
Fe III,1399.71,30300000.0,
Fe II,1399.957,70000000.0,D
Fe II,1400.031,40000000.0,
Fe II,1400.157,700000.0,
Fe V,1400.243,30600000.0,C
Fe II,1400.449,400000.0,
Fe II,1400.506,20400000.0,
Fe II,1400.776,60000000.0,
Fe II,1400.805,10400000.0,
Fe II,1401.122,10100000.0,
Fe II,1401.23,30400000.0,
Fe II,1401.23,30400000.0,
Fe III,1401.492,20400000.0,D
Fe V,1401.535,205000.0,C
Fe II,1401.771,70000000.0,D+
Fe II,1401.939,600000.0,
Fe II,1402.144,10800000.0,
Fe III,1402.172,20400000.0,
Fe V,1402.388,40000000.0,C+
Fe V,1402.388,40000000.0,B
Fe II,1402.56,500000.0,
Fe II,1402.846,700000.0,
Fe II,1403.1,40000000.0,
Fe II,1403.253,70000000.0,D+
Fe V,1403.37,10100000.0,C
Fe V,1403.37,10100000.0,
Fe II,1403.556,600000.0,
Fe II,1403.68,50000000.0,
Fe II,1403.68,50000000.0,
Fe II,1403.977,40000000.0,
Fe V,1404.048,5050.0,D+
Fe II,1404.118,20500000.0,
Fe V,1404.26,502000.0,C
Fe II,1404.74,60000000.0,
Fe II,1405.372,60000000.0,
Fe II,1405.602,80000000.0,D
Fe II,1405.703,10100000.0,
Fe II,1405.797,70000000.0,D+
Fe II,1405.876,800000.0,
Fe V,1406.669,20300000.0,B
Fe II,1406.723,10100000.0,
Fe V,1406.824,20500000.0,C+
Fe V,1407.007,500000.0,C
Fe II,1407.103,600000.0,
Fe V,1407.246,10900000.0,B
Fe II,1407.288,10700000.0,
Fe II,1407.446,50000000.0,
Fe II,1407.482,70000000.0,D+
Fe V,1407.568,208000.0,E
Fe III,1407.694,908000.0,
Fe III,1408.017,10300000.0,
Fe V,1408.117,10600000.0,C
Fe II,1408.422,30200000.0,
Fe II,1408.473,90000000.0,D+
Fe II,1408.528,30200000.0,
Fe V,1408.801,702000.0,C
Fe III,1408.83,908000.0,
Fe V,1409.026,10900000.0,C
Fe III,1409.071,504000.0,
Fe II,1409.125,10700000.0,D
Fe V,1409.22,10900000.0,C+
Fe III,1409.306,60000000.0,
Fe II,1409.307,70000000.0,D+
Fe V,1409.451,30800000.0,B
Fe V,1409.723,401000.0,C
Fe II,1409.746,10700000.0,
Fe V,1409.846,800000.0,C
Fe II,1410.086,400000.0,
Fe II,1410.138,10100000.0,
Fe II,1410.138,10100000.0,
Fe II,1410.27,30400000.0,
Fe III,1410.446,10800000.0,
Fe II,1410.528,700000.0,
Fe II,1410.605,10300000.0,
Fe II,1410.605,10300000.0,
Fe III,1410.971,10300000.0,
Fe V,1411.069,401000.0,C
Fe II,1411.335,10000000.0,
Fe II,1411.423,40000000.0,
Fe II,1411.423,40000000.0,D
Fe II,1411.481,70000000.0,D+
Fe V,1411.566,10100000.0,C
Fe II,1412.036,20800000.0,
Fe II,1412.468,10000000.0,
Fe II,1412.648,800000.0,
Fe II,1412.834,70000000.0,D+
Fe II,1413.201,10100000.0,
Fe II,1413.201,10100000.0,
Fe II,1413.426,800000.0,
Fe II,1413.485,206000.0,
Fe III,1413.534,504000.0,
Fe III,1413.585,400000.0,
Fe II,1413.698,70000000.0,D+
Fe III,1413.774,30300000.0,
Fe II,1414.054,10600000.0,
Fe II,1414.154,80000000.0,
Fe II,1414.281,800000.0,
Fe II,1414.697,60000000.0,
Fe II,1414.697,60000000.0,
Fe II,1414.697,60000000.0,
Fe V,1414.832,10200000.0,C
Fe II,1414.88,60000000.0,D+
Fe II,1414.941,60000000.0,D
Fe III,1414.943,908000.0,
Fe II,1415.03,20900000.0,
Fe V,1415.146,10100000.0,C
Fe V,1415.196,20000000.0,B
Fe II,1415.391,10100000.0,
Fe II,1415.572,60000000.0,
Fe II,1415.668,10200000.0,
Fe II,1415.763,60000000.0,D+
