Spectrum,Observed,Rel.,Acc.
Fe III,1384.712,704000.0,
Fe II,1385.269,70000000.0,D+
Fe V,1385.313,10300000.0,C
Fe II,1385.366,40000000.0,
Fe III,1385.448,10000000.0,
Fe II,1385.454,70000000.0,
Fe II,1385.66,800000.0,
Fe II,1385.66,800000.0,
Fe V,1385.685,10300000.0,C+
Fe V,1385.685,10300000.0,C
Fe III,1385.883,10300000.0,
Fe II,1386.182,70000000.0,
Fe II,1386.182,70000000.0,D+
Fe III,1386.39,505000.0,
Fe II,1386.462,40000000.0,
Fe V,1386.467,6030.0,C
Fe III,1386.657,30300000.0,
Fe II,1386.798,10200000.0,D
Fe II,1387.085,10100000.0,
Fe V,1387.092,10100000.0,C
Fe V,1387.092,10100000.0,C
Fe II,1387.207,70000000.0,
Fe III,1387.216,102000000000.0,
Fe II,1387.446,50000000.0,D
Fe II,1387.446,50000000.0,
Fe II,1387.515,50000000.0,
Fe III,1387.529,60000000.0,
Fe II,1387.865,40000000.0,
Fe III,1387.894,30300000.0,
Fe V,1387.938,40000000.0,B
Fe V,1388.04,5090.0,C
Fe II,1388.062,40000000.0,
Fe V,1388.195,10100000.0,C
Fe V,1388.328,10400000.0,C
Fe II,1388.343,40000000.0,D
Fe II,1388.524,60000000.0,D
Fe II,1388.592,70000000.0,D+
Fe V,1389.0,10100000.0,C
Fe II,1389.194,1000000000.0,
Fe II,1389.659,70000000.0,
Fe V,1389.762,106000.0,C
Fe II,1390.118,600000.0,
Fe III,1390.147,40500000.0,
Fe II,1390.312,70000000.0,
Fe II,1390.312,70000000.0,
Fe V,1390.713,401000.0,C+
Fe II,1390.912,10200000.0,
Fe II,1390.912,10200000.0,
Fe V,1390.972,304000.0,C
Fe II,1391.079,500000.0,
Fe II,1391.307,20600000.0,
Fe III,1391.382,703000.0,
Fe II,1391.667,800000.0,
Fe III,1391.792,40400000.0,D
Fe II,1391.799,700000.0,
Fe II,1391.95,20600000.0,
Fe II,1391.95,20600000.0,
Fe III,1391.997,80100000.0,
Fe II,1392.011,10400000.0,
Fe II,1392.138,80000000.0,D+
Fe III,1392.194,20400000.0,
Fe V,1392.269,501000.0,C+
Fe III,1392.516,909000.0,
Fe III,1392.576,909000.0,
Fe II,1392.773,30100000.0,
Fe V,1392.941,207000.0,C
Fe II,1393.069,10900000.0,
Fe V,1393.073,10100000.0,C
Fe II,1393.217,80000000.0,
Fe II,1393.217,80000000.0,D+
Fe III,1393.281,504000.0,
Fe II,1393.315,10000000.0,
Fe II,1393.497,60000000.0,
Fe II,1393.679,40000000.0,
Fe III,1393.68,40400000.0,
Fe III,1393.831,20400000.0,
Fe II,1393.892,50000000.0,
Fe III,1394.019,40400000.0,D
Fe V,1394.272,10300000.0,C
Fe V,1394.599,208000.0,C
Fe V,1394.665,10300000.0,C
Fe II,1394.711,10600000.0,
Fe II,1394.711,10600000.0,
Fe III,1395.209,80100000.0,D
Fe III,1395.382,20400000.0,
Fe V,1395.442,401000.0,C
Fe II,1395.703,10100000.0,
Fe III,1395.745,60000000.0,D
Fe III,1396.17,703000.0,
Fe III,1396.602,30300000.0,D
Fe III,1396.602,30300000.0,
Fe II,1396.618,10200000.0,
Fe III,1396.83,504000.0,
Fe II,1396.86,10200000.0,
Fe III,1396.968,909000.0,
Fe II,1396.969,600000.0,
Fe II,1396.969,600000.0,
Fe V,1397.106,706000.0,C
Fe II,1397.319,10500000.0,
Fe II,1397.423,70000000.0,
Fe II,1397.566,80000000.0,
Fe V,1397.753,501000.0,C
Fe II,1397.836,80000000.0,D+
Fe V,1397.972,20200000.0,C
Fe V,1398.166,1030.0,C
Fe II,1398.378,80000000.0,D+
Fe II,1398.627,10900000.0,D
Fe III,1398.823,703000.0,
Fe III,1398.964,10800000.0,
Fe III,1398.964,10800000.0,
Fe II,1399.055,80000000.0,D+
Fe II,1399.531,60000000.0,
Fe III,1399.71,30300000.0,
Fe III,1399.71,30300000.0,
Fe II,1399.957,70000000.0,D
Fe II,1400.031,40000000.0,
Fe II,1400.157,700000.0,
Fe V,1400.243,30600000.0,C
Fe II,1400.449,400000.0,
Fe II,1400.506,20400000.0,
Fe II,1400.776,60000000.0,
Fe II,1400.805,10400000.0,
Fe II,1401.122,10100000.0,
Fe II,1401.23,30400000.0,
Fe II,1401.23,30400000.0,
Fe III,1401.492,20400000.0,D
Fe V,1401.535,205000.0,C
Fe II,1401.771,70000000.0,D+
Fe II,1401.939,600000.0,
Fe II,1402.144,10800000.0,
Fe III,1402.172,20400000.0,
Fe V,1402.388,40000000.0,C+
Fe V,1402.388,40000000.0,B
Fe II,1402.56,500000.0,
Fe II,1402.846,700000.0,
Fe II,1403.1,40000000.0,
Fe II,1403.253,70000000.0,D+
Fe V,1403.37,10100000.0,C
Fe V,1403.37,10100000.0,
Fe II,1403.556,600000.0,
Fe II,1403.68,50000000.0,
Fe II,1403.68,50000000.0,
Fe II,1403.977,40000000.0,
Fe V,1404.048,5050.0,D+
Fe II,1404.118,20500000.0,
Fe V,1404.26,502000.0,C
Fe II,1404.74,60000000.0,
