Spectrum,Observed,Rel.,Acc.
Fe III,1720.877,1020000000.0,
Fe III,1720.948,602000.0,
Fe III,1721.082,60800000.0,
Fe II,1721.0833,100000000000.0,
Fe II,1721.269,400000.0,
Fe I,1721.484,10.0,
Fe II,1721.484,30100000.0,
Fe II,1721.7073,900000.0,
Fe II,1721.9347,10500000.0,D+
Fe II,1722.04,500000.0,
Fe II,1722.04,500000.0,
Fe III,1722.054,602000.0,
Fe I,1722.195,40.0,
Fe II,1722.197,700000.0,
Fe II,1722.3776,10300000.0,D
Fe II,1722.43,60000000.0,D
Fe I,1722.542,30.0,
Fe II,1722.542,10500000.0,
Fe II,1722.6963,30400000.0,D+
Fe IV,1722.71,1040.0,
Fe II,1722.849,600000.0,
Fe III,1722.853,3030000000.0,D
Fe II,1722.9935,40000000.0,D+
Fe I,1723.141,40.0,
Fe II,1723.343,500000.0,
Fe II,1723.343,500000.0,
Fe III,1723.57,50100000.0,D
Fe II,1723.6166,10300000.0,D+
Fe III,1723.762,20800000.0,D
Fe IV,1724.06,1040.0,
Fe III,1724.062,90300000.0,
Fe IV,1724.26,1020.0,
Fe III,1724.308,20100000.0,
Fe II,1724.572,60000000.0,D
Fe III,1724.697,10100000.0,
Fe III,1724.697,10100000.0,
Fe II,1724.8539,3050000000.0,D+
Fe II,1724.8539,3050000000.0,D+
Fe II,1724.9652,1080000000.0,D+
Fe I,1725.011,0.0,
Fe II,1725.025,30400000.0,D
Fe II,1725.3939,10900000.0,
Fe IV,1725.63,1060.0,
Fe II,1725.6895,40000000.0,D+
Fe III,1725.836,603000.0,
Fe II,1725.837,400000.0,
Fe II,1725.837,400000.0,D
Fe II,1725.984,50000000.0,D+
Fe III,1725.986,20800000.0,
Fe II,1726.057,60000000.0,D+
Fe II,1726.157,40000000.0,
Fe II,1726.39268,3050000000.0,D+
Fe II,1726.584,50000000.0,
Fe II,1726.584,50000000.0,
Fe I,1726.678,30.0,
Fe II,1726.755,500000.0,D
Fe II,1726.919,50000000.0,D
Fe II,1726.9436,10400000.0,D
Fe III,1727.032,603000.0,
Fe II,1727.3332,10500000.0,
Fe III,1727.49,10100000.0,D
Fe III,1727.928,603000.0,
Fe II,1727.936,10400000.0,D+
Fe III,1728.186,805000.0,D
Fe II,1728.2905,800000.0,
Fe III,1728.548,10600000.0,
Fe III,1728.861,70000000.0,
Fe II,1728.892,900000.0,D
Fe III,1729.06,30800000.0,
Fe II,1729.0691,700000.0,
Fe II,1729.0843,700000.0,
Fe II,1729.3459,10400000.0,
Fe II,1729.616,600000.0,
Fe I,1729.616,10.0,
Fe II,1730.127,207000.0,
Fe II,1730.1886,400000.0,
Fe II,1730.4147,500000.0,
Fe III,1730.848,3080000000.0,D
Fe II,1730.8738,500000.0,
Fe II,1730.95,500000.0,D+
Fe II,1731.125,50000000.0,
Fe I,1731.184,60.0,
Fe II,1731.337,50000000.0,D+
Fe III,1731.463,70000000.0,
Fe III,1731.689,10200000.0,
Fe II,1731.878,60000000.0,D
Fe II,1731.9623,10300000.0,D+
Fe III,1732.402,806000.0,
Fe III,1732.59,20100000.0,
Fe II,1732.8703,400000.0,
Fe II,1733.072,10200000.0,D
Fe II,1733.202,500000.0,D
Fe II,1733.381,50000000.0,D
Fe II,1733.522,20800000.0,
Fe II,1733.8644,10200000.0,
Fe III,1734.084,90600000.0,D
Fe II,1734.399,303000.0,
Fe III,1734.465,50300000.0,
Fe II,1734.4666,10200000.0,
Fe III,1734.885,807000.0,D
Fe II,1735.493,50000000.0,D+
Fe I,1735.576,20.0,
Fe II,1735.7148,10300000.0,
Fe II,1735.809,500000.0,D
